read review 	10036 	1.22511981682 	12295.3024816
battery life 	1983 	2.95706014625 	5863.85027002
windows phone 	971 	3.88527944899 	3772.60634497
megapixel camera 	759 	3.84331524989 	2917.07627467
wi fi 	721 	3.96866105793 	2861.40462277
qwerty keyboard 	654 	4.05116538504 	2649.46216181
sony ericsson 	561 	4.34279001399 	2436.30519785
windows mobile 	535 	4.38898760499 	2348.10836867
touch screen 	531 	4.27938079845 	2272.35120398
samsung galaxy 	525 	4.42509260963 	2323.17362006
build quality 	472 	4.34279001399 	2049.7968866
dual core 	431 	4.43494490607 	1911.46125452
4g lte 	421 	4.62821729406 	1948.4794808
user interface 	412 	4.49093917543 	1850.26694028
android phone 	412 	4.45494557278 	1835.43757599
android smartphone 	379 	4.55582679764 	1726.6583563
motorola droid 	359 	4.74262764523 	1702.60332464
easy use 	330 	4.6901565935 	1547.75167585
nokia lumia 	329 	4.88728369914 	1607.91633702
high end 	280 	4.83424096316 	1353.58746968
card slot 	274 	4.84911112564 	1328.65644842
core processor 	265 	4.88340019911 	1294.10105277
ericsson xperia 	248 	5.07506761833 	1258.61676934
abstract nokia 	247 	4.92293103787 	1215.96396635
htc touch 	242 	5.1531560553 	1247.06376538
ice cream 	239 	5.1133498049 	1222.09060337
htc sense 	237 	5.03819708252 	1194.05270856
cream sandwich 	235 	5.12809208663 	1205.10164036
smart phone 	232 	5.16850162497 	1199.09237699
good battery 	230 	5.02918801258 	1156.71324289
good quality 	229 	5.01140976655 	1147.61283654
video recording 	223 	5.04728805422 	1125.54523609
sony xperia 	223 	5.33041431014 	1188.68239116
form factor 	220 	5.08450165056 	1118.59036312
price tag 	211 	5.13305487598 	1083.07457883
microsd card 	210 	5.09402553207 	1069.74536173
mobile phone 	208 	5.11823979019 	1064.59387636
review droid 	206 	5.10364099077 	1051.3500441
lg optimus 	205 	5.42572448994 	1112.27352044
data speeds 	205 	5.19991782121 	1065.98315335
web browser 	204 	5.14809275334 	1050.21092168
abstract htc 	204 	5.1133498049 	1043.1233602
web browsing 	199 	5.17886441201 	1030.59401799
hd video 	195 	5.20525116718 	1015.0239776
music player 	192 	5.23235309696 	1004.61179462
social networking 	188 	5.29469622753 	995.402890776
android os 	188 	5.25457623374 	987.860331944
poor battery 	187 	5.31836597162 	994.534436693
headphone jack 	186 	5.23786275277 	974.242472015
phone read 	184 	5.21600395896 	959.744728448
verizon wireless 	181 	5.28306818954 	956.235342306
galaxy ii 	177 	5.45962604162 	966.353809366
cell phone 	177 	5.34260958323 	945.641896232
good camera 	176 	5.27730448482 	928.805589329
feature set 	176 	5.33041431014 	938.152918584
entry level 	175 	5.31836597162 	930.714045033
iphone 4s 	173 	5.55355786145 	960.765510031
droid razr 	173 	5.64886804125 	977.254171137
apple iphone 	173 	5.38650377679 	931.865153384
runs android 	165 	5.38650377679 	888.77312317
rim blackberry 	162 	5.92550027752 	959.931044958
high quality 	162 	5.38011397869 	871.578464547
super amoled 	160 	5.39940718162 	863.90514906
palm pre 	157 	5.64056923844 	885.569370435
htc evo 	150 	5.65723629092 	848.585443639
camera quality 	150 	5.44592719726 	816.889079589
great camera 	148 	5.45962604162 	808.024654159
poor camera 	146 	5.46654648446 	798.115786731
mid range 	143 	5.50188585091 	786.769676679
5mm headphone 	143 	5.48759989366 	784.726784793
facing camera 	139 	5.58432952012 	776.221803296
android phones 	139 	5.54601065581 	770.895481158
xperia x10 	138 	5.70897196532 	787.838131215
mobile mytouch 	137 	5.95902296956 	816.386146829
galaxy nexus 	135 	5.83118959805 	787.210595736
android gingerbread 	135 	5.56116246083 	750.756932213
physical keyboard 	134 	5.6323387393 	754.733391067
quad core 	133 	5.68276959293 	755.80835586
android device 	133 	5.56116246083 	739.634607291
small screen 	131 	5.60007787708 	733.610201898
ve seen 	129 	5.57654737967 	719.374611978
palm treo 	128 	5.82123926719 	745.118626201
droid incredible 	128 	5.8412399339 	747.678711539
best android 	128 	5.59217269758 	715.79810529
memory card 	127 	5.62417542866 	714.27027944
android ice 	126 	5.69142765567 	717.119884615
th read 	125 	5.60007787708 	700.009734636
solid build 	125 	5.60007787708 	700.009734636
sense ui 	124 	5.64886804125 	700.459637115
version android 	123 	5.64056923844 	693.790016328
fast processor 	122 	5.69142765567 	694.354173992
abstract motorola 	122 	5.62417542866 	686.149402297
lumia 800 	120 	5.82123926719 	698.548712063
htc desire 	120 	5.77292068992 	692.750482791
galaxy note 	120 	5.89306500177 	707.167800212
multimedia features 	118 	5.68276959293 	670.566811966
low resolution 	118 	5.70016133564 	672.619037606
internal memory 	118 	5.65723629092 	667.553882329
bluetooth gps 	117 	5.66567515957 	662.88399367
video review 	116 	5.67418584924 	658.205558512
inch screen 	116 	5.74501190181 	666.42138061
voice quality 	115 	5.71786091274 	657.554004965
video capture 	115 	5.72682958272 	658.585402013
short battery 	113 	5.70897196532 	645.113832082
3g support 	113 	5.76353094957 	651.278997302
xperia arc 	112 	5.99370852755 	671.295355085
sleek design 	112 	5.74501190181 	643.441333002
review magic 	112 	5.70897196532 	639.404860116
x10 mini 	111 	6.04191062936 	670.652079859
lumia 920 	111 	5.91457120699 	656.517403976
evo 4g 	111 	5.95902296956 	661.451549621
app store 	109 	5.83118959805 	635.599666187
resolution screen 	108 	5.78239943388 	624.499138859
internal storage 	108 	5.78239943388 	624.499138859
camera performance 	108 	5.78239943388 	624.499138859
motorola atrix 	107 	6.04191062936 	646.484437342
great screen 	106 	5.80163079581 	614.972864355
google android 	106 	5.81138697075 	616.0070189
user experience 	105 	5.80163079581 	609.17123356
touch diamond 	105 	5.9477234143 	624.510958502
smartphone market 	103 	5.79196888489 	596.572795144
mytouch 3g 	103 	6.17367990699 	635.88903042
attractive design 	103 	5.81138697075 	598.572857987
expandable memory 	102 	5.82123926719 	593.766405254
excellent camera 	102 	5.83118959805 	594.781339001
sound quality 	101 	5.86164880553 	592.026529359
iphone 3g 	101 	6.06691193157 	612.758105088
camera video 	101 	5.81138697075 	586.950084046
camera phone 	101 	5.85139230537 	590.990622842
long battery 	100 	5.82123926719 	582.123926719
camera flash 	100 	5.85139230537 	585.139230537
audio quality 	100 	5.86164880553 	586.164880553
decent camera 	99 	5.86164880553 	580.303231748
xperia play 	98 	6.13229469083 	600.964879702
fi bluetooth 	98 	5.8412399339 	572.441513522
lumia 710 	97 	6.20225327944 	601.618568106
high resolution 	97 	5.86164880553 	568.579934137
good phone 	97 	5.92550027752 	574.773526919
droid eris 	97 	6.4290265988 	623.615580084
amoled display 	96 	5.88248289244 	564.718357674
abstract video 	96 	5.86164880553 	562.718285331
htc hero 	95 	6.02964053677 	572.815850993
screen great 	94 	5.88248289244 	552.953391889
amoled screen 	93 	5.91457120699 	550.05512225
smartphone read 	92 	5.90376029088 	543.145946761
screen good 	92 	5.90376029088 	543.145946761
look feel 	91 	5.92550027752 	539.220525254
evo 3d 	91 	6.24670504201 	568.450158823
design great 	91 	5.91457120699 	538.225979836
compact design 	91 	5.99370852755 	545.427476007
motorola razr 	90 	6.10562644375 	549.506379937
great battery 	90 	5.92550027752 	533.295024977
abstract sony 	90 	5.92550027752 	533.295024977
screen fast 	89 	5.95902296956 	530.353044291
large screen 	89 	5.9477234143 	529.347383873
htc sensation 	89 	6.17367990699 	549.457511723
htc droid 	89 	6.15969366502 	548.212736187
camera good 	89 	5.95902296956 	530.353044291
affordable price 	89 	5.98201248778 	532.399111413
resolution display 	86 	5.99370852755 	515.458933369
mytouch 4g 	86 	6.37591677349 	548.32884252
low price 	86 	6.00554298519 	516.476696727
htc wildfire 	86 	6.21685207886 	534.649278782
great phone 	86 	5.97045166538 	513.458843223
user friendly 	84 	6.02964053677 	506.489805089
galaxy s3 	84 	6.46606787048 	543.149701121
camera read 	84 	5.99370852755 	503.471516314
sluggish performance 	83 	6.09255436218 	505.682012061
qwerty keypad 	83 	6.06691193157 	503.55369032
jelly bean 	83 	6.09255436218 	505.682012061
fm radio 	83 	6.02964053677 	500.460164552
flash support 	83 	6.01751917624 	499.454091628
decent battery 	83 	6.02964053677 	500.460164552
4g speeds 	83 	6.07965095735 	504.61102946
lumia 900 	82 	6.26197251414 	513.481746159
design good 	82 	6.06691193157 	497.486778389
